,count,datetime,val1,val2,val3,val4
634,第635回,1999年12月8日,2,6,0,9
635,第636回,1999年12月10日,8,9,6,6
636,第637回,1999年12月13日,1,8,0,5
637,第638回,1999年12月15日,9,3,7,9
638,第639回,1999年12月17日,8,2,3,0
639,第640回,1999年12月20日,8,9,3,2
640,第641回,1999年12月22日,9,7,1,2
641,第642回,1999年12月24日,3,5,2,3
642,第643回,1999年12月27日,2,7,0,1
643,第644回,1999年12月29日,4,2,2,1
644,第645回,2000年1月5日,3,9,6,7
645,第646回,2000年1月7日,6,5,9,7
646,第647回,2000年1月10日,1,1,4,8
647,第648回,2000年1月12日,3,7,9,3
648,第649回,2000年1月14日,4,0,6,9
649,第650回,2000年1月17日,2,6,7,8
650,第651回,2000年1月19日,1,7,4,3
651,第652回,2000年1月21日,3,2,0,9
652,第653回,2000年1月24日,7,4,0,2
653,第654回,2000年1月26日,9,8,1,8
654,第655回,2000年1月28日,7,6,5,7
655,第656回,2000年1月31日,7,9,9,9
656,第657回,2000年2月2日,2,8,0,0
657,第658回,2000年2月4日,5,6,0,5
658,第659回,2000年2月7日,1,1,3,1
659,第660回,2000年2月9日,4,0,7,3
660,第661回,2000年2月11日,0,3,9,4
661,第662回,2000年2月14日,4,2,9,0
662,第663回,2000年2月16日,0,8,7,2
663,第664回,2000年2月18日,6,0,7,6
664,第665回,2000年2月21日,4,6,5,3
665,第666回,2000年2月23日,0,9,5,9
666,第667回,2000年2月25日,1,9,1,3
667,第668回,2000年2月28日,9,9,6,2
668,第669回,2000年3月1日,6,7,1,7
669,第670回,2000年3月3日,5,6,0,6
670,第671回,2000年3月6日,5,4,3,6
671,第672回,2000年3月8日,1,8,3,4
672,第673回,2000年3月10日,9,9,6,3
673,第674回,2000年3月13日,8,6,6,4
674,第675回,2000年3月15日,1,0,5,3
675,第676回,2000年3月17日,7,6,9,7
676,第677回,2000年3月20日,0,8,2,9
677,第678回,2000年3月22日,0,6,4,4
678,第679回,2000年3月24日,9,0,3,7
679,第680回,2000年3月27日,0,9,0,9
680,第681回,2000年3月29日,5,0,2,6
681,第682回,2000年3月31日,7,1,7,5
682,第683回,2000年4月3日,7,3,2,9
683,第684回,2000年4月5日,2,7,8,2
684,第685回,2000年4月7日,1,8,0,4
685,第686回,2000年4月10日,5,9,7,0
686,第687回,2000年4月12日,7,4,4,0
687,第688回,2000年4月14日,3,9,0,6
688,第689回,2000年4月17日,4,9,8,3
689,第690回,2000年4月19日,2,4,3,0
690,第691回,2000年4月21日,0,4,7,3
691,第692回,2000年4月24日,9,2,3,6
692,第693回,2000年4月26日,6,1,8,9
693,第694回,2000年4月28日,4,9,0,5
694,第695回,2000年5月1日,1,9,1,5
695,第696回,2000年5月3日,1,1,9,7
696,第697回,2000年5月5日,4,3,5,9
697,第698回,2000年5月8日,8,6,4,6
698,第699回,2000年5月10日,4,7,7,2
699,第700回,2000年5月12日,2,9,2,2
700,第701回,2000年5月15日,4,4,7,6
701,第702回,2000年5月17日,4,9,2,1
702,第703回,2000年5月19日,8,5,1,1
703,第704回,2000年5月22日,2,9,5,3
704,第705回,2000年5月24日,1,2,0,2
705,第706回,2000年5月26日,8,1,7,2
706,第707回,2000年5月29日,5,7,9,8
707,第708回,2000年5月31日,6,3,5,1
708,第709回,2000年6月2日,0,5,9,2
709,第710回,2000年6月5日,7,3,8,9
710,第711回,2000年6月7日,4,8,2,0
711,第712回,2000年6月9日,6,6,1,2
712,第713回,2000年6月12日,8,5,0,1
713,第714回,2000年6月14日,4,4,3,4
714,第715回,2000年6月16日,6,2,1,6
715,第716回,2000年6月19日,5,5,3,3
716,第717回,2000年6月21日,9,7,8,7
717,第718回,2000年6月23日,6,7,1,1
718,第719回,2000年6月26日,0,5,8,6
719,第720回,2000年6月28日,2,6,0,0
720,第721回,2000年6月30日,6,0,2,0
721,第722回,2000年7月3日,3,5,9,2
722,第723回,2000年7月5日,9,9,1,6
723,第724回,2000年7月7日,5,7,5,4
724,第725回,2000年7月10日,3,9,1,8
725,第726回,2000年7月12日,9,1,2,4
726,第727回,2000年7月14日,8,1,5,0
727,第728回,2000年7月17日,0,6,0,3
728,第729回,2000年7月19日,3,7,3,3
729,第730回,2000年7月21日,8,8,0,4
730,第731回,2000年7月24日,3,0,0,3
731,第732回,2000年7月26日,4,3,7,2
732,第733回,2000年7月28日,9,4,9,3
733,第734回,2000年7月31日,2,5,7,9
734,第735回,2000年8月2日,4,8,5,3
735,第736回,2000年8月4日,0,8,9,9
736,第737回,2000年8月7日,0,6,3,0
737,第738回,2000年8月9日,1,7,2,7
738,第739回,2000年8月11日,6,0,2,4
739,第740回,2000年8月14日,8,9,0,0
740,第741回,2000年8月16日,1,3,2,7
741,第742回,2000年8月18日,4,5,5,8
742,第743回,2000年8月21日,8,2,8,3
743,第744回,2000年8月23日,4,6,3,5
744,第745回,2000年8月25日,7,6,7,0
745,第746回,2000年8月28日,1,5,9,1
746,第747回,2000年8月30日,3,1,7,3
747,第748回,2000年9月1日,7,2,9,0
748,第749回,2000年9月4日,3,1,9,8
749,第750回,2000年9月6日,8,6,7,8
750,第751回,2000年9月8日,4,7,0,0
751,第752回,2000年9月11日,3,1,9,1
752,第753回,2000年9月13日,3,6,8,6
753,第754回,2000年9月15日,4,5,4,4
754,第755回,2000年9月18日,8,6,7,5
755,第756回,2000年9月20日,9,8,9,4
756,第757回,2000年9月22日,2,7,9,4
757,第758回,2000年9月25日,5,1,5,1
758,第759回,2000年9月27日,2,8,9,4
759,第760回,2000年9月29日,6,5,0,4
760,第761回,2000年10月2日,2,8,0,9
761,第762回,2000年10月4日,4,1,0,8
762,第763回,2000年10月6日,2,7,5,8
763,第764回,2000年10月9日,5,4,8,9
764,第765回,2000年10月11日,0,7,7,9
765,第766回,2000年10月13日,1,3,7,2
766,第767回,2000年10月16日,0,2,3,5
767,第768回,2000年10月18日,7,3,8,5
768,第769回,2000年10月20日,7,0,4,9
769,第770回,2000年10月23日,0,1,7,8
770,第771回,2000年10月25日,7,6,7,0
771,第772回,2000年10月27日,4,6,3,5
772,第773回,2000年10月30日,5,5,3,1
773,第774回,2000年11月1日,0,3,2,8
774,第775回,2000年11月3日,9,5,7,8
775,第776回,2000年11月6日,2,9,5,4
776,第777回,2000年11月8日,4,8,1,0
777,第778回,2000年11月10日,6,3,0,5
778,第779回,2000年11月13日,6,9,2,1
779,第780回,2000年11月15日,0,5,7,0
780,第781回,2000年11月17日,7,8,5,2
781,第782回,2000年11月20日,9,4,0,0
782,第783回,2000年11月22日,3,2,7,5
783,第784回,2000年11月24日,6,9,3,6
784,第785回,2000年11月27日,9,3,4,6
785,第786回,2000年11月29日,0,3,9,9
786,第787回,2000年12月1日,7,6,4,3
787,第788回,2000年12月4日,1,9,8,1
788,第789回,2000年12月6日,5,5,0,9
789,第790回,2000年12月8日,4,2,5,6
790,第791回,2000年12月11日,3,6,5,0
791,第792回,2000年12月13日,9,0,5,0
792,第793回,2000年12月15日,6,9,8,9
793,第794回,2000年12月18日,5,7,3,7
794,第795回,2000年12月20日,3,9,8,6
795,第796回,2000年12月22日,7,7,9,8
796,第797回,2000年12月25日,6,2,2,3
797,第798回,2000年12月27日,1,3,7,9
798,第799回,2000年12月29日,5,5,9,5
799,第800回,2001年1月5日,3,9,3,0
800,第801回,2001年1月8日,0,5,1,6
801,第802回,2001年1月10日,8,3,2,7
802,第803回,2001年1月12日,8,4,9,4
803,第804回,2001年1月15日,1,1,2,2
804,第805回,2001年1月17日,4,5,9,5
805,第806回,2001年1月19日,7,7,4,8
806,第807回,2001年1月22日,0,0,1,6
807,第808回,2001年1月24日,8,0,5,8
808,第809回,2001年1月26日,3,8,7,8
809,第810回,2001年1月29日,1,6,2,3
810,第811回,2001年1月31日,0,3,8,5
811,第812回,2001年2月2日,0,7,4,2
812,第813回,2001年2月5日,2,9,0,2
813,第814回,2001年2月7日,2,7,1,1
814,第815回,2001年2月9日,0,9,0,8
815,第816回,2001年2月12日,5,2,9,7
816,第817回,2001年2月14日,8,3,1,9
817,第818回,2001年2月16日,4,3,4,2
818,第819回,2001年2月19日,5,3,8,2
819,第820回,2001年2月21日,7,4,0,2
820,第821回,2001年2月23日,9,9,6,8
821,第822回,2001年2月26日,0,5,9,7
822,第823回,2001年2月28日,2,4,2,2
823,第824回,2001年3月2日,9,9,4,1
824,第825回,2001年3月5日,8,2,3,8
825,第826回,2001年3月7日,0,3,0,1
826,第827回,2001年3月9日,9,6,3,4
827,第828回,2001年3月12日,0,3,2,5
828,第829回,2001年3月14日,3,1,1,9
829,第830回,2001年3月16日,8,6,0,9
830,第831回,2001年3月19日,1,8,0,7
831,第832回,2001年3月21日,5,0,9,6
832,第833回,2001年3月23日,8,8,6,6
833,第834回,2001年3月26日,6,8,7,9
834,第835回,2001年3月28日,4,3,5,7
835,第836回,2001年3月30日,2,2,2,1
836,第837回,2001年4月2日,7,8,5,3
837,第838回,2001年4月4日,6,2,8,9
838,第839回,2001年4月6日,1,1,1,2
839,第840回,2001年4月9日,1,4,7,7
840,第841回,2001年4月11日,6,9,2,6
841,第842回,2001年4月13日,3,7,8,1
842,第843回,2001年4月16日,6,7,1,8
843,第844回,2001年4月18日,0,3,2,2
844,第845回,2001年4月20日,6,8,4,8
845,第846回,2001年4月23日,9,1,9,9
846,第847回,2001年4月25日,8,3,4,8
847,第848回,2001年4月27日,5,7,3,4
848,第849回,2001年4月30日,9,2,8,5
849,第850回,2001年5月2日,9,6,6,2
850,第851回,2001年5月4日,1,3,6,8
851,第852回,2001年5月7日,2,2,7,5
852,第853回,2001年5月9日,5,4,1,8
853,第854回,2001年5月11日,1,2,4,0
854,第855回,2001年5月14日,7,1,2,5
855,第856回,2001年5月16日,1,4,4,5
856,第857回,2001年5月18日,1,5,7,1
857,第858回,2001年5月21日,6,7,5,0
858,第859回,2001年5月23日,8,2,1,2
859,第860回,2001年5月25日,6,9,8,8
860,第861回,2001年5月28日,9,6,9,1
861,第862回,2001年5月30日,9,3,9,7
862,第863回,2001年6月1日,5,3,4,7
863,第864回,2001年6月4日,6,1,9,3
864,第865回,2001年6月6日,6,7,6,8
865,第866回,2001年6月8日,2,3,6,5
866,第867回,2001年6月11日,9,5,5,5
867,第868回,2001年6月13日,9,1,8,6
868,第869回,2001年6月15日,0,9,0,6
869,第870回,2001年6月18日,2,4,3,6
870,第871回,2001年6月20日,3,1,8,1
871,第872回,2001年6月22日,3,4,2,2
872,第873回,2001年6月25日,3,4,2,5
873,第874回,2001年6月27日,2,3,4,1
874,第875回,2001年6月29日,6,6,8,5
875,第876回,2001年7月2日,1,6,6,7
876,第877回,2001年7月4日,9,4,0,7
877,第878回,2001年7月6日,6,4,4,7
878,第879回,2001年7月9日,4,4,3,3
879,第880回,2001年7月11日,2,5,3,0
880,第881回,2001年7月13日,6,4,6,3
881,第882回,2001年7月16日,7,0,2,0
882,第883回,2001年7月18日,9,5,6,9
883,第884回,2001年7月20日,8,3,9,0
884,第885回,2001年7月23日,9,4,1,3
885,第886回,2001年7月25日,1,1,4,1
886,第887回,2001年7月27日,3,6,0,7
887,第888回,2001年7月30日,1,1,8,8
888,第889回,2001年8月1日,4,7,2,0
889,第890回,2001年8月3日,9,4,0,6
890,第891回,2001年8月6日,2,5,0,2
891,第892回,2001年8月8日,9,5,2,7
892,第893回,2001年8月10日,4,4,9,5
893,第894回,2001年8月13日,7,9,1,5
894,第895回,2001年8月15日,7,3,2,9
895,第896回,2001年8月17日,3,1,3,0
896,第897回,2001年8月20日,3,9,1,8
897,第898回,2001年8月22日,7,0,5,0
898,第899回,2001年8月24日,6,6,0,6
899,第900回,2001年8月27日,8,2,0,7
900,第901回,2001年8月29日,9,5,0,6
901,第902回,2001年8月31日,8,2,8,7
902,第903回,2001年9月3日,3,4,1,8
903,第904回,2001年9月5日,0,8,9,0
904,第905回,2001年9月7日,0,6,6,5
905,第906回,2001年9月10日,7,5,4,4
906,第907回,2001年9月12日,3,3,5,7
907,第908回,2001年9月14日,6,9,4,7
908,第909回,2001年9月17日,8,5,6,6
909,第910回,2001年9月19日,5,3,6,2
910,第911回,2001年9月21日,8,6,1,1
911,第912回,2001年9月24日,6,1,6,0
912,第913回,2001年9月26日,3,2,6,0
913,第914回,2001年9月28日,6,7,8,4
914,第915回,2001年10月1日,8,7,4,7
915,第916回,2001年10月3日,4,7,4,9
916,第917回,2001年10月5日,6,6,4,0
917,第918回,2001年10月8日,6,2,4,5
918,第919回,2001年10月10日,6,5,8,7
919,第920回,2001年10月12日,7,2,5,5
920,第921回,2001年10月15日,6,8,2,5
921,第922回,2001年10月17日,0,2,1,5
922,第923回,2001年10月19日,7,3,5,6
923,第924回,2001年10月22日,0,2,6,6
924,第925回,2001年10月24日,7,1,3,7
925,第926回,2001年10月26日,5,9,5,8
926,第927回,2001年10月29日,4,6,3,9
927,第928回,2001年10月31日,0,4,4,1
928,第929回,2001年11月2日,0,3,3,3
929,第930回,2001年11月5日,4,0,9,2
930,第931回,2001年11月7日,1,8,2,6
931,第932回,2001年11月9日,5,9,3,8
932,第933回,2001年11月12日,5,5,5,2
933,第934回,2001年11月14日,5,9,9,4
934,第935回,2001年11月16日,4,6,0,2
935,第936回,2001年11月19日,5,6,9,3
936,第937回,2001年11月21日,7,3,1,5
937,第938回,2001年11月23日,4,9,4,9
938,第939回,2001年11月26日,1,2,2,2
939,第940回,2001年11月28日,2,4,0,9
940,第941回,2001年11月30日,8,3,2,1
941,第942回,2001年12月3日,0,0,3,0
942,第943回,2001年12月5日,2,9,5,6
943,第944回,2001年12月7日,5,3,3,5
944,第945回,2001年12月10日,5,0,3,2
945,第946回,2001年12月12日,3,0,7,8
946,第947回,2001年12月14日,4,5,6,2
947,第948回,2001年12月17日,1,5,4,2
948,第949回,2001年12月19日,4,4,4,9
949,第950回,2001年12月21日,4,0,4,6
950,第951回,2001年12月24日,8,5,4,9
951,第952回,2001年12月26日,7,5,7,1
952,第953回,2001年12月28日,0,2,4,5
953,第954回,2002年1月4日,6,9,2,3
954,第955回,2002年1月7日,8,2,3,3
955,第956回,2002年1月9日,1,1,7,2
956,第957回,2002年1月11日,1,7,2,5
957,第958回,2002年1月14日,4,3,9,9
958,第959回,2002年1月16日,0,8,9,8
959,第960回,2002年1月18日,9,9,3,0
960,第961回,2002年1月21日,9,5,7,1
961,第962回,2002年1月23日,1,1,2,3
962,第963回,2002年1月25日,3,6,6,7
963,第964回,2002年1月28日,1,4,9,0
964,第965回,2002年1月30日,3,8,3,7
965,第966回,2002年2月1日,1,2,9,6
966,第967回,2002年2月4日,5,9,4,7
967,第968回,2002年2月6日,0,0,0,1
968,第969回,2002年2月8日,4,0,5,1
969,第970回,2002年2月11日,3,7,1,6
970,第971回,2002年2月13日,7,9,2,8
971,第972回,2002年2月15日,2,6,4,2
972,第973回,2002年2月18日,5,6,9,0
973,第974回,2002年2月20日,8,6,8,1
974,第975回,2002年2月22日,8,5,3,4
975,第976回,2002年2月25日,9,3,9,9
976,第977回,2002年2月27日,5,7,7,4
977,第978回,2002年3月1日,2,4,5,8
978,第979回,2002年3月4日,1,7,9,6
979,第980回,2002年3月6日,2,1,7,5
980,第981回,2002年3月8日,9,4,0,7
981,第982回,2002年3月11日,8,6,6,7
982,第983回,2002年3月13日,1,5,8,5
983,第984回,2002年3月15日,3,9,9,6
984,第985回,2002年3月18日,6,2,1,5
985,第986回,2002年3月20日,3,9,1,2
986,第987回,2002年3月22日,5,2,6,2
987,第988回,2002年3月25日,5,6,4,8
988,第989回,2002年3月27日,1,8,3,9
989,第990回,2002年3月29日,0,3,3,9
990,第991回,2002年4月1日,1,9,3,3
991,第992回,2002年4月3日,0,2,5,3
992,第993回,2002年4月5日,7,0,2,6
993,第994回,2002年4月8日,7,4,2,8
994,第995回,2002年4月10日,3,0,1,3
995,第996回,2002年4月12日,4,5,1,5
996,第997回,2002年4月15日,7,4,8,8
997,第998回,2002年4月17日,3,2,4,2
998,第999回,2002年4月19日,7,4,6,1
999,第1000回,2002年4月22日,6,5,7,6
1000,第1001回,2002年4月24日,8,6,3,7
1001,第1002回,2002年4月26日,0,2,8,8
1002,第1003回,2002年4月29日,7,7,1,0
1003,第1004回,2002年5月1日,6,9,7,1
1004,第1005回,2002年5月3日,1,8,1,8
1005,第1006回,2002年5月6日,2,9,2,9
1006,第1007回,2002年5月8日,2,0,3,2
1007,第1008回,2002年5月10日,0,3,1,4
1008,第1009回,2002年5月13日,9,3,5,5
1009,第1010回,2002年5月15日,1,0,6,1
1010,第1011回,2002年5月17日,2,0,1,4
1011,第1012回,2002年5月20日,0,7,8,3
1012,第1013回,2002年5月22日,0,4,3,7
1013,第1014回,2002年5月24日,9,2,7,1
1014,第1015回,2002年5月27日,7,6,0,5
1015,第1016回,2002年5月29日,8,4,5,9
1016,第1017回,2002年5月31日,0,9,0,5
1017,第1018回,2002年6月3日,9,7,6,6
1018,第1019回,2002年6月5日,4,5,6,0
1019,第1020回,2002年6月7日,0,9,0,0
1020,第1021回,2002年6月10日,6,1,2,0
1021,第1022回,2002年6月12日,9,2,5,5
1022,第1023回,2002年6月14日,1,7,0,6
1023,第1024回,2002年6月17日,9,8,4,9
1024,第1025回,2002年6月19日,1,2,6,8
1025,第1026回,2002年6月21日,7,1,7,4
1026,第1027回,2002年6月24日,9,0,8,1
1027,第1028回,2002年6月26日,3,5,2,1
1028,第1029回,2002年6月28日,1,5,6,5
1029,第1030回,2002年7月1日,3,0,0,2
1030,第1031回,2002年7月3日,3,2,8,8
1031,第1032回,2002年7月5日,1,7,4,4
1032,第1033回,2002年7月8日,3,7,5,4
1033,第1034回,2002年7月10日,6,6,9,4
1034,第1035回,2002年7月12日,6,3,3,2
1035,第1036回,2002年7月15日,6,8,1,1
1036,第1037回,2002年7月17日,7,8,7,4
1037,第1038回,2002年7月19日,9,7,8,7
1038,第1039回,2002年7月22日,8,9,9,4
1039,第1040回,2002年7月24日,3,6,9,4
1040,第1041回,2002年7月26日,0,7,2,3
1041,第1042回,2002年7月29日,6,6,3,4
1042,第1043回,2002年7月31日,6,2,7,1
1043,第1044回,2002年8月2日,7,5,2,2
1044,第1045回,2002年8月5日,8,6,5,0
1045,第1046回,2002年8月7日,4,5,9,8
1046,第1047回,2002年8月9日,8,1,3,0
1047,第1048回,2002年8月12日,1,4,4,0
1048,第1049回,2002年8月14日,9,3,2,0
1049,第1050回,2002年8月16日,7,2,5,9
1050,第1051回,2002年8月19日,3,2,6,9
1051,第1052回,2002年8月21日,1,8,3,5
1052,第1053回,2002年8月23日,2,9,9,7
1053,第1054回,2002年8月26日,7,1,3,1
1054,第1055回,2002年8月28日,2,4,0,0
1055,第1056回,2002年8月30日,4,3,2,7
1056,第1057回,2002年9月2日,2,6,5,3
1057,第1058回,2002年9月4日,4,4,6,1
1058,第1059回,2002年9月6日,3,2,6,7
1059,第1060回,2002年9月9日,3,1,1,9
1060,第1061回,2002年9月11日,3,3,5,4
1061,第1062回,2002年9月13日,0,6,7,1
1062,第1063回,2002年9月16日,6,5,9,1
1063,第1064回,2002年9月18日,5,4,5,3
1064,第1065回,2002年9月20日,7,5,3,2
1065,第1066回,2002年9月23日,5,7,7,7
1066,第1067回,2002年9月25日,7,4,5,2
1067,第1068回,2002年9月27日,6,2,8,0
1068,第1069回,2002年9月30日,9,6,4,6
1069,第1070回,2002年10月2日,7,7,7,9
1070,第1071回,2002年10月4日,7,6,8,3
1071,第1072回,2002年10月7日,8,1,1,2
1072,第1073回,2002年10月9日,4,5,4,9
1073,第1074回,2002年10月11日,2,7,7,1
1074,第1075回,2002年10月14日,8,2,1,7
1075,第1076回,2002年10月16日,4,9,6,8
1076,第1077回,2002年10月18日,3,7,6,1
1077,第1078回,2002年10月21日,5,1,5,8
1078,第1079回,2002年10月23日,4,3,9,7
1079,第1080回,2002年10月25日,8,3,3,6
1080,第1081回,2002年10月28日,9,9,0,1
1081,第1082回,2002年10月30日,6,6,9,7
1082,第1083回,2002年11月1日,2,7,0,7
1083,第1084回,2002年11月4日,2,1,2,5
1084,第1085回,2002年11月6日,0,3,1,9
1085,第1086回,2002年11月8日,7,2,3,9
1086,第1087回,2002年11月11日,2,3,5,4
1087,第1088回,2002年11月13日,9,4,2,3
1088,第1089回,2002年11月15日,7,3,6,8
1089,第1090回,2002年11月18日,2,5,6,8
1090,第1091回,2002年11月20日,4,0,5,9
1091,第1092回,2002年11月22日,0,0,6,0
1092,第1093回,2002年11月25日,2,5,5,6
1093,第1094回,2002年11月27日,1,4,4,0
1094,第1095回,2002年11月29日,5,3,5,1
1095,第1096回,2002年12月2日,1,2,2,1
1096,第1097回,2002年12月4日,0,0,5,8
1097,第1098回,2002年12月6日,9,8,4,8
1098,第1099回,2002年12月9日,9,5,0,7
1099,第1100回,2002年12月11日,5,7,3,1
1100,第1101回,2002年12月13日,6,2,3,3
1101,第1102回,2002年12月16日,4,3,4,4
1102,第1103回,2002年12月18日,2,0,0,8
1103,第1104回,2002年12月20日,8,1,9,9
1104,第1105回,2002年12月23日,6,4,1,5
1105,第1106回,2002年12月25日,4,5,3,9
1106,第1107回,2002年12月27日,4,9,3,8
1107,第1108回,2002年12月30日,4,2,6,5
1108,第1109回,2003年1月6日,6,3,0,0
1109,第1110回,2003年1月8日,4,3,6,8
1110,第1111回,2003年1月10日,0,5,7,0
1111,第1112回,2003年1月13日,0,9,3,3
1112,第1113回,2003年1月15日,4,1,4,7
1113,第1114回,2003年1月17日,8,7,6,2
1114,第1115回,2003年1月20日,5,0,3,0
1115,第1116回,2003年1月22日,6,8,1,3
1116,第1117回,2003年1月24日,4,8,0,2
1117,第1118回,2003年1月27日,4,6,0,9
1118,第1119回,2003年1月29日,7,1,6,1
1119,第1120回,2003年1月31日,2,3,4,3
1120,第1121回,2003年2月3日,7,6,8,0
1121,第1122回,2003年2月5日,9,2,3,1
1122,第1123回,2003年2月7日,0,0,2,7
1123,第1124回,2003年2月10日,6,5,0,7
1124,第1125回,2003年2月12日,3,3,6,1
1125,第1126回,2003年2月14日,7,8,0,4
1126,第1127回,2003年2月17日,6,9,6,4
1127,第1128回,2003年2月19日,0,4,5,2
1128,第1129回,2003年2月21日,6,1,9,1
1129,第1130回,2003年2月24日,0,6,6,4
1130,第1131回,2003年2月26日,7,7,1,8
1131,第1132回,2003年2月28日,2,8,6,8
1132,第1133回,2003年3月3日,2,3,5,1
1133,第1134回,2003年3月5日,9,4,1,1
1134,第1135回,2003年3月7日,3,9,4,9
1135,第1136回,2003年3月10日,6,7,8,8
1136,第1137回,2003年3月12日,7,7,1,3
1137,第1138回,2003年3月14日,0,7,7,5
1138,第1139回,2003年3月17日,3,0,5,9
1139,第1140回,2003年3月19日,8,9,1,9
1140,第1141回,2003年3月21日,6,0,7,3
1141,第1142回,2003年3月24日,7,1,2,3
1142,第1143回,2003年3月26日,2,7,0,2
1143,第1144回,2003年3月28日,2,1,6,9
1144,第1145回,2003年3月31日,0,0,8,4
1145,第1146回,2003年4月2日,7,3,0,1
1146,第1147回,2003年4月4日,7,9,8,9
1147,第1148回,2003年4月7日,9,3,8,5
1148,第1149回,2003年4月9日,8,0,2,7
1149,第1150回,2003年4月11日,5,3,9,4
1150,第1151回,2003年4月14日,5,4,3,0
1151,第1152回,2003年4月16日,0,3,9,0
